timestamp,open,high,low,close,volume,ema_9,ema_21,rsi,vwap
2025-11-08 15:04:06.459840,1800.0,1815.09,1784.01,1792.13,15833,1784.62,1776.85,32.07,1790.47
2025-11-08 16:04:06.459840,1792.13,1753.94,1703.59,1738.16,74213,1737.95,1734.95,47.18,1737.64
2025-11-08 17:04:06.459840,1738.16,1852.15,1812.05,1836.31,37391,1836.97,1851.67,49.81,1838.29
2025-11-08 18:04:06.459840,1836.31,1832.1,1788.04,1804.76,19582,1804.28,1796.92,37.34,1805.11
2025-11-08 19:04:06.459840,1804.76,1894.53,1849.96,1867.34,41244,1867.53,1864.65,35.87,1868.97
2025-11-08 20:04:06.459840,1867.34,1855.85,1809.87,1837.95,20013,1841.63,1850.18,54.18,1840.24
2025-11-08 21:04:06.459840,1837.95,1810.79,1756.35,1787.79,85347,1787.85,1792.53,38.49,1785.24
2025-11-08 22:04:06.459840,1787.79,1755.8,1706.57,1722.45,76956,1728.54,1734.97,30.05,1719.58
2025-11-08 23:04:06.459840,1722.45,1694.27,1645.56,1675.95,32375,1674.73,1679.09,33.22,1676.65
2025-11-09 00:04:06.459840,1675.95,1655.73,1617.25,1641.62,41590,1642.25,1647.97,55.53,1639.41
2025-11-09 01:04:06.459840,1641.62,1704.4,1652.24,1681.61,21640,1680.93,1685.94,66.34,1684.15
2025-11-09 02:04:06.459840,1681.61,1710.93,1659.98,1686.05,85584,1678.8,1682.71,69.74,1685.42
2025-11-09 03:04:06.459840,1686.05,1747.6,1685.18,1716.25,27107,1724.0,1730.67,59.17,1718.59
2025-11-09 04:04:06.459840,1716.25,1782.57,1727.4,1749.52,39774,1742.61,1751.8,37.57,1747.55
2025-11-09 05:04:06.459840,1749.52,1795.17,1745.7,1766.75,56994,1775.54,1772.37,46.93,1768.77
2025-11-09 06:04:06.459840,1766.75,1780.76,1721.94,1750.89,49004,1755.22,1737.25,68.31,1754.0
2025-11-09 07:04:06.459840,1750.89,1762.92,1723.88,1732.97,97805,1732.63,1748.24,42.5,1733.41
2025-11-09 08:04:06.459840,1732.97,1840.2,1782.2,1814.43,40207,1814.79,1799.62,45.72,1817.49
2025-11-09 09:04:06.459840,1814.43,1781.94,1770.37,1778.68,65834,1779.77,1787.27,68.95,1778.14
2025-11-09 10:04:06.459840,1778.68,1803.12,1783.08,1786.75,73633,1789.25,1785.13,38.85,1785.44
2025-11-09 11:04:06.459840,1786.75,1834.75,1795.33,1810.2,93840,1806.08,1811.17,33.53,1813.43
2025-11-09 12:04:06.459840,1810.2,1907.05,1861.9,1888.64,51469,1887.43,1893.01,56.05,1889.36
2025-11-09 13:04:06.459840,1888.64,1945.56,1907.77,1925.01,52442,1922.61,1935.63,38.4,1926.78
2025-11-09 14:04:06.459840,1925.01,2028.18,1970.99,2009.1,55967,2008.94,2005.86,66.66,2011.57
2025-11-09 15:04:06.459840,2009.1,2033.67,2017.23,2026.1,12892,2023.91,2018.18,66.51,2025.24
2025-11-09 16:04:06.459840,2026.1,1975.45,1935.4,1967.71,77107,1965.8,1953.15,55.71,1969.48
2025-11-09 17:04:06.459840,1967.71,1903.62,1863.72,1892.34,49040,1887.59,1874.09,38.43,1893.97
2025-11-09 18:04:06.459840,1892.34,1936.84,1887.69,1918.9,99468,1916.18,1918.15,50.27,1919.02
2025-11-09 19:04:06.459840,1918.9,1939.06,1900.09,1935.48,33729,1932.38,1933.06,53.32,1933.95
2025-11-09 20:04:06.459840,1935.48,1854.28,1834.9,1838.83,80829,1840.55,1847.47,55.8,1835.19
2025-11-09 21:04:06.459840,1838.83,1901.63,1864.65,1896.26,71142,1902.88,1882.23,69.45,1895.48
2025-11-09 22:04:06.459840,1896.26,1949.4,1915.46,1923.22,23450,1921.69,1904.02,60.36,1926.83
2025-11-09 23:04:06.459840,1923.22,1942.13,1918.91,1937.76,27419,1947.22,1928.72,64.95,1935.62
2025-11-10 00:04:06.459840,1937.76,1912.04,1878.3,1908.1,73172,1906.36,1899.84,46.05,1909.74
2025-11-10 01:04:06.459840,1908.1,1972.1,1951.09,1954.81,58088,1961.1,1955.77,58.37,1952.27
2025-11-10 02:04:06.459840,1954.81,2030.83,1996.97,2006.62,23194,1998.7,1986.94,31.48,2005.33
2025-11-10 03:04:06.459840,2006.62,2000.23,1975.17,1988.21,42681,1991.36,1970.22,46.87,1987.58
2025-11-10 04:04:06.459840,1988.21,1980.42,1941.61,1965.57,66957,1957.22,1954.18,67.65,1963.88
2025-11-10 05:04:06.459840,1965.57,1993.44,1922.65,1954.56,98752,1950.85,1938.56,68.98,1950.81
2025-11-10 06:04:06.459840,1954.56,1903.0,1873.2,1879.02,64914,1878.78,1897.6,35.05,1879.46
2025-11-10 07:04:06.459840,1879.02,1918.04,1860.48,1891.16,10995,1889.08,1872.88,59.25,1889.42
2025-11-10 08:04:06.459840,1891.16,1889.1,1870.76,1885.52,65482,1880.88,1890.58,64.89,1883.35
2025-11-10 09:04:06.459840,1885.52,1835.18,1815.08,1817.03,34975,1816.77,1826.64,47.09,1817.38
2025-11-10 10:04:06.459840,1817.03,1804.17,1779.7,1802.34,14066,1803.95,1794.1,35.54,1799.28
2025-11-10 11:04:06.459840,1802.34,1886.24,1850.81,1861.87,91308,1854.54,1852.32,51.76,1862.83
2025-11-10 12:04:06.459840,1861.87,1805.15,1772.52,1794.98,84951,1791.64,1812.17,38.91,1793.92
2025-11-10 13:04:06.459840,1794.98,1841.29,1808.14,1830.85,37141,1822.42,1826.9,50.05,1831.35
2025-11-10 14:04:06.459840,1830.85,1805.25,1785.23,1798.91,16934,1795.88,1804.27,68.2,1798.05
2025-11-10 15:04:06.459840,1798.91,1741.02,1703.44,1718.06,21097,1712.29,1706.6,69.76,1717.95
