timestamp,open,high,low,close,volume,ema_9,ema_21,rsi,vwap
2025-11-08 15:04:06.358174,3200.0,3258.66,3199.16,3238.48,34256,3245.05,3249.66,38.27,3238.36
2025-11-08 15:09:06.358174,3238.48,3301.85,3234.16,3255.73,28649,3245.24,3266.14,51.13,3260.68
2025-11-08 15:14:06.358174,3255.73,3157.78,3109.71,3127.57,58590,3124.21,3144.97,46.12,3127.74
2025-11-08 15:19:06.358174,3127.57,3281.3,3195.61,3219.7,64588,3219.26,3234.91,34.91,3217.63
2025-11-08 15:24:06.358174,3219.7,3316.27,3244.11,3280.94,53475,3296.59,3266.53,37.14,3286.07
2025-11-08 15:29:06.358174,3280.94,3428.01,3340.29,3363.24,33451,3368.74,3388.71,60.57,3357.42
2025-11-08 15:34:06.358174,3363.24,3228.21,3174.1,3215.56,12004,3212.21,3235.92,49.27,3211.89
2025-11-08 15:39:06.358174,3215.56,3208.6,3123.5,3164.99,64678,3170.38,3157.16,54.41,3169.76
2025-11-08 15:44:06.358174,3164.99,3201.57,3113.89,3149.11,20627,3134.59,3137.9,48.64,3153.91
2025-11-08 15:49:06.358174,3149.11,3193.04,3117.99,3161.41,83069,3151.2,3139.81,55.64,3165.07
2025-11-08 15:54:06.358174,3161.41,3236.3,3175.63,3190.97,27047,3186.64,3176.7,65.31,3194.05
2025-11-08 15:59:06.358174,3190.97,3106.5,3021.85,3083.39,19381,3092.24,3113.75,48.61,3078.59
2025-11-08 16:04:06.358174,3083.39,3112.76,3062.11,3107.43,26460,3094.88,3126.71,63.13,3108.39
2025-11-08 16:09:06.358174,3107.43,3223.76,3137.79,3176.56,55765,3185.98,3163.64,49.06,3178.35
2025-11-08 16:14:06.358174,3176.56,3244.89,3226.39,3237.74,68135,3253.74,3234.81,56.26,3236.99
2025-11-08 16:19:06.358174,3237.74,3300.87,3274.23,3281.77,22630,3279.91,3288.29,43.09,3287.67
2025-11-08 16:24:06.358174,3281.77,3345.24,3314.52,3319.09,72076,3313.7,3303.73,40.21,3313.9
2025-11-08 16:29:06.358174,3319.09,3249.19,3189.25,3230.83,64228,3242.17,3214.1,52.22,3229.44
2025-11-08 16:34:06.358174,3230.83,3243.1,3212.81,3219.81,81799,3216.48,3214.48,60.79,3218.15
2025-11-08 16:39:06.358174,3219.81,3265.84,3179.38,3218.22,82749,3217.5,3238.79,45.84,3218.28
2025-11-08 16:44:06.358174,3218.22,3363.19,3263.02,3299.47,10967,3308.58,3331.73,66.99,3297.16
2025-11-08 16:49:06.358174,3299.47,3306.53,3252.34,3259.96,96079,3256.34,3236.03,46.57,3256.96
2025-11-08 16:54:06.358174,3259.96,3364.46,3324.41,3333.15,26217,3335.46,3350.33,61.69,3334.86
2025-11-08 16:59:06.358174,3333.15,3412.11,3327.38,3375.09,41119,3362.92,3373.85,49.11,3380.75
2025-11-08 17:04:06.358174,3375.09,3507.75,3414.1,3441.99,99138,3433.32,3438.38,67.14,3437.61
2025-11-08 17:09:06.358174,3441.99,3595.22,3511.33,3541.13,34457,3536.47,3568.2,60.94,3547.56
2025-11-08 17:14:06.358174,3541.13,3583.9,3485.72,3533.67,42955,3533.82,3567.62,61.4,3534.6
2025-11-08 17:19:06.358174,3533.67,3510.95,3397.59,3463.76,80412,3469.78,3487.9,44.75,3458.02
2025-11-08 17:24:06.358174,3463.76,3388.81,3303.43,3322.86,97664,3338.56,3299.33,45.39,3318.73
2025-11-08 17:29:06.358174,3322.86,3245.53,3172.89,3212.18,91726,3215.39,3231.41,47.03,3210.29
2025-11-08 17:34:06.358174,3212.18,3298.45,3247.74,3261.82,38029,3249.2,3271.07,53.44,3259.62
2025-11-08 17:39:06.358174,3261.82,3250.15,3201.96,3219.43,66686,3227.5,3201.26,54.71,3217.14
2025-11-08 17:44:06.358174,3219.43,3280.83,3248.14,3252.68,84924,3263.89,3258.99,55.76,3247.33
2025-11-08 17:49:06.358174,3252.68,3307.72,3207.77,3267.78,66467,3255.21,3253.31,48.3,3268.88
2025-11-08 17:54:06.358174,3267.78,3279.92,3187.18,3234.4,13836,3239.42,3244.92,69.21,3229.94
2025-11-08 17:59:06.358174,3234.4,3158.47,3061.37,3118.6,47558,3109.08,3111.58,32.75,3123.75
2025-11-08 18:04:06.358174,3118.6,3115.59,3020.26,3079.13,98519,3093.52,3065.26,60.72,3073.19
2025-11-08 18:09:06.358174,3079.13,3030.8,2963.53,3006.63,65137,3001.27,2986.93,45.71,3008.39
2025-11-08 18:14:06.358174,3006.63,2938.02,2880.37,2921.17,66314,2916.17,2898.28,51.77,2923.77
2025-11-08 18:19:06.358174,2921.17,2926.73,2871.88,2905.54,11738,2899.01,2889.79,54.1,2904.25
2025-11-08 18:24:06.358174,2905.54,2965.9,2883.15,2937.21,32430,2930.19,2956.12,34.92,2937.7
2025-11-08 18:29:06.358174,2937.21,2909.0,2837.88,2867.15,88171,2870.42,2845.05,46.62,2864.31
2025-11-08 18:34:06.358174,2867.15,2961.8,2891.53,2932.42,76045,2929.1,2921.18,52.56,2931.1
2025-11-08 18:39:06.358174,2932.42,2817.79,2782.16,2801.1,28430,2804.97,2822.86,62.53,2802.77
2025-11-08 18:44:06.358174,2801.1,2866.0,2772.97,2813.43,31335,2804.85,2791.33,57.59,2814.13
2025-11-08 18:49:06.358174,2813.43,2849.21,2831.62,2844.67,63082,2847.59,2818.1,39.95,2841.6
2025-11-08 18:54:06.358174,2844.67,2871.36,2821.73,2858.7,69437,2855.4,2869.97,32.95,2860.06
2025-11-08 18:59:06.358174,2858.7,2861.65,2812.38,2836.84,73133,2849.26,2817.3,62.1,2840.28
2025-11-08 19:04:06.358174,2836.84,2770.98,2713.44,2763.2,95704,2755.32,2783.78,69.41,2758.3
2025-11-08 19:09:06.358174,2763.2,2864.76,2779.42,2823.68,74007,2827.13,2819.93,65.77,2825.01
2025-11-08 19:14:06.358174,2823.68,2990.24,2902.56,2932.46,80752,2926.44,2956.01,32.29,2931.42
2025-11-08 19:19:06.358174,2932.46,2857.0,2842.87,2850.61,70840,2862.15,2856.74,62.0,2848.23
2025-11-08 19:24:06.358174,2850.61,2971.94,2863.49,2921.44,43683,2923.1,2923.72,34.51,2918.67
2025-11-08 19:29:06.358174,2921.44,3020.35,2961.18,3006.37,72127,3012.12,3032.33,66.37,3007.36
2025-11-08 19:34:06.358174,3006.37,3014.8,2963.1,2966.54,49042,2980.07,2977.68,34.52,2971.95
2025-11-08 19:39:06.358174,2966.54,3076.95,2997.86,3046.88,94340,3055.89,3057.33,32.71,3045.22
2025-11-08 19:44:06.358174,3046.88,3066.26,3050.89,3062.55,22913,3073.79,3065.94,58.14,3064.24
2025-11-08 19:49:06.358174,3062.55,3240.43,3128.95,3183.03,25445,3183.01,3186.26,61.13,3189.28
2025-11-08 19:54:06.358174,3183.03,3077.65,3010.19,3044.77,75644,3055.35,3063.0,56.11,3047.05
2025-11-08 19:59:06.358174,3044.77,3098.64,3070.26,3086.55,35634,3097.13,3111.33,65.71,3085.53
