timestamp,open,high,low,close,volume,ema_9,ema_21,rsi,vwap
2025-11-08 15:04:06.353996,2400.0,2384.93,2356.93,2374.81,72437,2370.25,2362.93,38.19,2378.14
2025-11-08 16:04:06.353996,2374.81,2417.04,2349.6,2396.73,83964,2394.04,2398.51,59.95,2400.67
2025-11-08 17:04:06.353996,2396.73,2363.68,2298.76,2328.47,96482,2321.32,2344.95,31.55,2330.32
2025-11-08 18:04:06.353996,2328.47,2427.01,2352.09,2389.91,83854,2397.15,2378.25,40.43,2385.31
2025-11-08 19:04:06.353996,2389.91,2355.38,2312.53,2336.3,76960,2345.96,2319.71,38.93,2333.07
2025-11-08 20:04:06.353996,2336.3,2446.11,2389.25,2407.96,31370,2415.27,2385.42,58.28,2412.59
2025-11-08 21:04:06.353996,2407.96,2440.4,2390.25,2427.77,88445,2425.97,2422.44,31.92,2431.25
2025-11-08 22:04:06.353996,2427.77,2380.74,2334.56,2377.89,89825,2386.72,2382.24,49.46,2379.51
2025-11-08 23:04:06.353996,2377.89,2329.45,2310.4,2325.21,15213,2323.58,2317.68,67.45,2325.35
2025-11-09 00:04:06.353996,2325.21,2378.73,2330.87,2344.25,99926,2341.05,2342.17,57.8,2341.15
2025-11-09 01:04:06.353996,2344.25,2341.2,2304.56,2334.92,25625,2342.88,2313.83,63.0,2334.39
2025-11-09 02:04:06.353996,2334.92,2305.7,2263.18,2284.35,34097,2292.19,2264.05,49.49,2281.9
2025-11-09 03:04:06.353996,2284.35,2312.3,2295.73,2300.55,44687,2302.49,2313.13,34.85,2303.34
2025-11-09 04:04:06.353996,2300.55,2345.19,2275.3,2312.06,26839,2314.13,2313.3,68.6,2314.93
2025-11-09 05:04:06.353996,2312.06,2333.65,2266.7,2312.88,16668,2315.16,2299.54,55.52,2314.66
2025-11-09 06:04:06.353996,2312.88,2291.89,2275.94,2282.38,67220,2291.52,2288.21,47.65,2285.04
2025-11-09 07:04:06.353996,2282.38,2229.75,2173.6,2187.57,72922,2194.53,2175.61,52.94,2184.06
2025-11-09 08:04:06.353996,2187.57,2221.81,2175.87,2184.06,48236,2179.24,2197.65,64.98,2186.38
