timestamp,open,high,low,close,volume,ema_9,ema_21,rsi,vwap
2025-11-08 15:04:06.565611,1200.0,1220.2,1196.21,1203.36,37161,1197.69,1197.55,62.87,1205.6
2025-11-08 16:04:06.565611,1203.36,1208.01,1187.79,1198.81,22148,1196.69,1187.65,51.14,1197.16
2025-11-08 17:04:06.565611,1198.81,1225.12,1212.37,1215.71,24544,1218.78,1208.13,58.36,1217.04
2025-11-08 18:04:06.565611,1215.71,1193.85,1165.06,1179.35,45064,1181.65,1185.08,42.35,1179.93
2025-11-08 19:04:06.565611,1179.35,1248.24,1214.47,1230.24,13833,1224.95,1234.46,65.54,1229.73
2025-11-08 20:04:06.565611,1230.24,1265.98,1234.41,1242.95,77918,1247.4,1250.73,37.69,1240.95
2025-11-08 21:04:06.565611,1242.95,1304.71,1288.47,1303.03,98744,1300.35,1294.24,38.1,1304.59
2025-11-08 22:04:06.565611,1303.03,1308.57,1276.46,1288.24,20836,1294.52,1282.43,48.08,1287.38
2025-11-08 23:04:06.565611,1288.24,1274.25,1262.88,1266.39,36828,1265.03,1263.93,63.55,1266.15
2025-11-09 00:04:06.565611,1266.39,1244.89,1209.09,1229.17,30518,1227.85,1241.1,57.58,1229.89
2025-11-09 01:04:06.565611,1229.17,1283.4,1275.5,1280.46,34492,1282.93,1281.79,52.62,1279.64
2025-11-09 02:04:06.565611,1280.46,1298.19,1267.81,1274.86,14611,1271.74,1262.28,47.9,1274.19
2025-11-09 03:04:06.565611,1274.86,1301.42,1269.09,1291.59,26068,1297.32,1298.03,63.3,1294.1
2025-11-09 04:04:06.565611,1291.59,1346.3,1316.48,1326.18,40191,1329.23,1324.67,48.77,1323.88
2025-11-09 05:04:06.565611,1326.18,1387.27,1345.44,1361.53,24580,1357.47,1350.31,50.38,1359.5
2025-11-09 06:04:06.565611,1361.53,1366.44,1348.49,1350.72,49607,1344.67,1355.24,43.05,1351.86
2025-11-09 07:04:06.565611,1350.72,1357.36,1314.87,1335.97,50301,1334.67,1335.95,39.98,1338.54
2025-11-09 08:04:06.565611,1335.97,1342.3,1318.2,1326.85,91137,1329.88,1333.01,61.55,1329.22
2025-11-09 09:04:06.565611,1326.85,1317.01,1291.05,1301.58,22929,1305.07,1298.72,33.49,1299.31
2025-11-09 10:04:06.565611,1301.58,1339.64,1314.79,1321.46,17050,1316.02,1312.33,59.78,1321.04
2025-11-09 11:04:06.565611,1321.46,1317.86,1294.76,1304.88,46714,1299.91,1308.14,40.4,1307.45
2025-11-09 12:04:06.565611,1304.88,1329.53,1295.19,1315.29,32965,1317.34,1324.69,54.33,1315.99
2025-11-09 13:04:06.565611,1315.29,1400.59,1364.65,1380.0,36789,1385.85,1380.51,45.4,1382.54
2025-11-09 14:04:06.565611,1380.0,1385.96,1377.65,1380.0,61986,1382.52,1377.48,65.78,1381.91
2025-11-09 15:04:06.565611,1380.0,1386.74,1377.77,1380.0,48581,1379.51,1390.18,40.54,1381.57
2025-11-09 16:04:06.565611,1380.0,1386.36,1359.79,1380.0,10897,1377.9,1375.41,33.81,1382.57
2025-11-09 17:04:06.565611,1380.0,1396.07,1364.48,1375.24,94225,1379.99,1380.52,61.36,1375.17
2025-11-09 18:04:06.565611,1375.24,1398.66,1354.68,1380.0,67517,1377.82,1385.4,53.55,1379.29
2025-11-09 19:04:06.565611,1380.0,1394.5,1362.45,1380.0,71127,1375.0,1387.84,42.68,1381.95
2025-11-09 20:04:06.565611,1380.0,1386.38,1340.86,1359.57,15786,1362.96,1359.74,50.15,1361.13
2025-11-09 21:04:06.565611,1359.57,1379.55,1351.66,1370.36,76538,1365.34,1367.98,34.25,1367.63
2025-11-09 22:04:06.565611,1370.36,1396.55,1353.09,1380.0,51081,1376.58,1392.7,60.75,1377.99
2025-11-09 23:04:06.565611,1380.0,1363.32,1326.27,1347.32,73826,1350.67,1354.54,68.56,1346.7
2025-11-10 00:04:06.565611,1347.32,1350.41,1309.66,1335.57,49144,1340.42,1327.74,53.25,1334.34
2025-11-10 01:04:06.565611,1335.57,1372.29,1349.38,1362.78,29330,1365.46,1361.29,57.63,1364.66
2025-11-10 02:04:06.565611,1362.78,1382.69,1364.76,1378.61,35107,1383.88,1379.05,53.4,1379.84
2025-11-10 03:04:06.565611,1378.61,1407.51,1372.11,1380.0,33581,1383.33,1387.9,40.86,1378.32
2025-11-10 04:04:06.565611,1380.0,1400.12,1353.05,1377.75,88373,1382.63,1388.86,60.23,1375.25
2025-11-10 05:04:06.565611,1377.75,1367.63,1331.48,1349.24,44066,1351.77,1356.91,69.08,1347.09
2025-11-10 06:04:06.565611,1349.24,1390.55,1349.85,1373.36,60688,1374.75,1363.88,62.34,1370.85
2025-11-10 07:04:06.565611,1373.36,1386.92,1366.57,1371.83,47946,1373.08,1380.59,48.1,1373.83
2025-11-10 08:04:06.565611,1371.83,1356.95,1335.6,1344.21,49601,1350.7,1353.09,49.82,1346.59
2025-11-10 09:04:06.565611,1344.21,1343.24,1307.21,1332.96,43060,1334.71,1336.92,62.95,1330.41
2025-11-10 10:04:06.565611,1332.96,1362.32,1345.6,1352.14,19257,1356.94,1345.62,45.07,1350.82
2025-11-10 11:04:06.565611,1352.14,1353.5,1341.89,1348.45,97559,1354.54,1340.23,38.18,1345.79
