timestamp,open,high,low,close,volume,ema_9,ema_21,rsi,vwap
2025-11-08 15:04:06.511892,1650.0,1686.13,1636.97,1657.27,85501,1658.72,1647.08,66.81,1660.51
2025-11-08 16:04:06.511892,1657.27,1629.9,1615.22,1623.51,46856,1626.28,1618.42,63.24,1623.27
2025-11-08 17:04:06.511892,1623.51,1617.63,1582.82,1600.77,88298,1594.18,1588.25,34.43,1600.14
2025-11-08 18:04:06.511892,1600.77,1669.58,1653.41,1667.32,63639,1666.59,1666.57,54.89,1668.84
2025-11-08 19:04:06.511892,1667.32,1721.78,1695.44,1714.28,66631,1715.74,1711.73,45.52,1713.04
2025-11-08 20:04:06.511892,1714.28,1756.94,1738.39,1744.05,26843,1746.51,1731.73,57.47,1743.07
2025-11-08 21:04:06.511892,1744.05,1797.76,1757.98,1764.04,56308,1766.94,1760.07,46.31,1764.51
2025-11-08 22:04:06.511892,1764.04,1758.81,1726.03,1749.38,11989,1756.91,1750.56,54.17,1748.97
2025-11-08 23:04:06.511892,1749.38,1765.53,1717.94,1733.01,14923,1730.29,1726.12,30.74,1734.98
2025-11-09 00:04:06.511892,1733.01,1782.02,1725.92,1752.15,77820,1760.43,1766.4,57.57,1751.04
2025-11-09 01:04:06.511892,1752.15,1739.1,1707.0,1727.15,43786,1726.94,1713.71,62.51,1729.8
2025-11-09 02:04:06.511892,1727.15,1816.36,1770.17,1792.72,68374,1795.23,1777.28,57.66,1792.48
2025-11-09 03:04:06.511892,1792.72,1759.86,1707.54,1737.88,10535,1745.85,1753.46,47.01,1737.81
2025-11-09 04:04:06.511892,1737.88,1779.86,1718.22,1750.69,16901,1756.57,1765.17,57.42,1748.28
2025-11-09 05:04:06.511892,1750.69,1793.29,1760.91,1779.29,99987,1776.33,1764.38,42.4,1776.47
2025-11-09 06:04:06.511892,1779.29,1787.15,1762.46,1768.95,68008,1771.66,1755.54,51.31,1771.25
2025-11-09 07:04:06.511892,1768.95,1787.08,1749.24,1755.0,81024,1762.5,1761.91,46.6,1756.75
2025-11-09 08:04:06.511892,1755.0,1806.42,1777.08,1788.22,16172,1779.88,1790.46,47.82,1788.61
2025-11-09 09:04:06.511892,1788.22,1790.54,1775.65,1781.45,62113,1776.37,1788.63,48.49,1784.01
2025-11-09 10:04:06.511892,1781.45,1786.08,1754.56,1766.27,98473,1762.59,1758.24,64.58,1763.29
2025-11-09 11:04:06.511892,1766.27,1746.04,1723.34,1740.57,63079,1742.49,1740.89,60.32,1742.62
2025-11-09 12:04:06.511892,1740.57,1793.22,1751.21,1773.19,52733,1779.68,1760.62,42.53,1772.71
2025-11-09 13:04:06.511892,1773.19,1727.96,1713.38,1725.32,55698,1732.72,1715.2,46.73,1722.72
2025-11-09 14:04:06.511892,1725.32,1728.47,1677.53,1703.74,65669,1700.46,1709.91,44.63,1704.78
2025-11-09 15:04:06.511892,1703.74,1761.74,1705.55,1733.0,62088,1737.26,1721.93,53.24,1732.45
2025-11-09 16:04:06.511892,1733.0,1702.74,1673.54,1699.44,14223,1706.61,1698.38,40.62,1696.24
2025-11-09 17:04:06.511892,1699.44,1675.57,1639.29,1645.39,68819,1644.41,1659.09,54.24,1642.23
2025-11-09 18:04:06.511892,1645.39,1683.57,1629.87,1653.47,22074,1660.55,1667.89,44.75,1654.13
2025-11-09 19:04:06.511892,1653.47,1680.04,1636.69,1664.6,43198,1666.21,1663.82,36.94,1664.76
2025-11-09 20:04:06.511892,1664.6,1641.1,1616.36,1625.36,42722,1631.35,1615.13,53.12,1622.69
2025-11-09 21:04:06.511892,1625.36,1653.21,1634.75,1644.39,38586,1643.12,1644.21,36.9,1643.56
2025-11-09 22:04:06.511892,1644.39,1697.88,1670.69,1694.17,71331,1698.81,1706.58,34.89,1697.43
2025-11-09 23:04:06.511892,1694.17,1688.43,1644.0,1677.07,67718,1685.17,1682.27,31.39,1678.33
2025-11-10 00:04:06.511892,1677.07,1665.27,1640.28,1660.05,75394,1657.09,1656.39,64.03,1662.23
2025-11-10 01:04:06.511892,1660.05,1645.31,1590.89,1613.67,45444,1615.7,1622.39,61.04,1613.58
2025-11-10 02:04:06.511892,1613.67,1632.68,1578.3,1605.77,26345,1610.68,1602.62,43.02,1604.08
2025-11-10 03:04:06.511892,1605.77,1647.31,1609.84,1623.79,22463,1620.69,1633.78,58.69,1624.22
2025-11-10 04:04:06.511892,1623.79,1583.95,1555.36,1564.1,30831,1563.84,1574.39,43.28,1565.91
2025-11-10 05:04:06.511892,1564.1,1567.28,1516.07,1540.27,42439,1539.81,1538.2,67.1,1542.33
2025-11-10 06:04:06.511892,1540.27,1565.31,1535.81,1558.77,60421,1561.65,1573.96,35.79,1558.71
2025-11-10 07:04:06.511892,1558.77,1565.94,1535.44,1558.62,17259,1558.2,1555.68,31.15,1559.48
2025-11-10 08:04:06.511892,1558.62,1556.02,1516.06,1529.63,58588,1529.55,1523.22,51.84,1529.39
2025-11-10 09:04:06.511892,1529.63,1538.81,1526.41,1531.91,78399,1531.44,1527.2,36.2,1534.25
2025-11-10 10:04:06.511892,1531.91,1543.58,1520.11,1523.31,94831,1529.89,1532.02,51.78,1520.62
2025-11-10 11:04:06.511892,1523.31,1550.38,1507.85,1531.39,49994,1529.58,1516.56,69.94,1530.11
2025-11-10 12:04:06.511892,1531.39,1574.96,1555.45,1566.81,91552,1566.47,1565.46,64.01,1567.14
2025-11-10 13:04:06.511892,1566.81,1533.15,1512.48,1515.21,79465,1519.07,1519.66,31.2,1513.54
2025-11-10 14:04:06.511892,1515.21,1533.87,1501.05,1528.61,79863,1522.11,1516.46,54.61,1526.9
2025-11-10 15:04:06.511892,1528.61,1493.1,1465.08,1469.19,72444,1465.47,1471.53,44.89,1470.75
2025-11-10 16:04:06.511892,1469.19,1505.49,1471.58,1496.35,72879,1490.52,1494.66,52.35,1494.99
2025-11-10 17:04:06.511892,1496.35,1564.08,1552.39,1558.63,90288,1563.14,1546.72,61.38,1556.34
2025-11-10 18:04:06.511892,1558.63,1587.21,1569.29,1573.81,18311,1574.04,1571.29,57.44,1575.36
2025-11-10 19:04:06.511892,1573.81,1543.89,1530.87,1532.94,41591,1531.52,1545.52,33.24,1533.14
2025-11-10 20:04:06.511892,1532.94,1529.97,1504.48,1516.96,56998,1513.91,1529.7,48.84,1514.0
2025-11-10 21:04:06.511892,1516.96,1557.87,1533.86,1547.67,28985,1546.75,1535.23,63.85,1550.38
